# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
8.405,5554.979,205.351,-1.46,205.976,1.461,360.172,0.118,360.172,0.019,16.037,0.054,34,-106.999,0.998,0.004,-6.105e-9,0.009,-9.276e-4,26.401,3.405,12.454,0.067,1.915,1.581,2.552,0.602,2.627e7,0,120.312,0.486,0.486,0.322,0.05,0.114,5.311e-4,9.899e-4,3.758e-4,0,0,0,0,3.225e-4,0.003,0.131,0.013,83.68,0.028,6.722,19.21,724.834,342.94,0.05,0.744
8.455,5588.606,204.636,-1.458,205.261,1.459,362.801,0.12,362.801,0.019,16.015,0.036,34,-106.999,0.998,0.146,-6.909e-9,-0.009,-1.479e-5,26.401,3.405,12.454,0.067,1.911,1.581,2.521,0.6,2.616e7,0,119.334,0.485,0.485,0.322,0.05,0.114,0.02,0.051,2.627e-4,0,0,0,0,-2.922e-4,0.003,0.131,0.013,83.52,0.024,6.695,19.114,723.956,342.882,0.05,0.746
8.505,5622.117,203.921,-1.458,204.548,1.458,365.427,0.122,365.427,0.019,16.004,0.01,34,-106.999,0.998,0.354,0,-0.007,-8.84e-6,26.401,3.405,12.454,0.067,1.905,1.581,2.477,0.598,2.605e7,0,118.354,0.485,0.485,0.322,0.05,0.113,0.049,0.121,3.457e-4,0,0,0,0,-1.808e-4,0.003,0.131,0.013,83.381,0.021,6.375,19.019,723.082,342.824,0.05,0.747
8.555,5655.51,203.207,-1.454,203.836,1.454,368.052,0.123,368.052,0.019,16,0.008,34,-106.999,0.998,0.373,-9.235e-9,-0.004,1.908e-6,26.401,3.405,12.454,0.067,1.904,1.581,2.472,0.596,2.595e7,0,117.42,0.485,0.485,0.322,0.05,0.113,0.051,0.127,7.226e-5,0,0,0,0,-7.202e-5,0.003,0.131,0.013,83.283,0.018,6.592,18.924,722.21,342.767,0.05,0.749
8.605,5688.786,202.494,-1.452,203.125,1.452,370.677,0.125,370.677,0.019,15.999,0.002,34,-106.999,0.998,0.453,-1.038e-8,-0.001,4.186e-6,26.401,3.405,12.454,0.067,1.902,1.581,2.454,0.594,2.584e7,0,116.458,0.485,0.485,0.322,0.05,0.113,0.063,0.155,2.94e-4,0,0,0,0,-7.164e-6,0.003,0.131,0.013,83.233,0.017,6.402,18.829,721.341,342.709,0.05,0.751
8.655,5721.945,201.783,-1.449,202.417,1.449,373.301,0.127,373.301,0.019,16.002,0.009,34,-106.999,0.998,0.504,-9.026e-9,0.002,-3.418e-7,26.401,3.405,12.454,0.067,1.901,1.581,2.443,0.592,2.573e7,0,115.486,0.485,0.485,0.322,0.05,0.113,0.07,0.171,-2.463e-4,0,0,0,0,1.576e-5,0.002,0.131,0.013,83.239,0.018,6.119,18.735,720.476,342.652,0.05,0.753
8.705,5754.987,201.074,-1.445,201.71,1.445,375.927,0.128,375.927,0.02,16.007,0.009,34,-106.999,0.998,0.5,-1.056e-8,0.005,6.635e-6,26.401,3.405,12.454,0.067,1.901,1.581,2.442,0.59,2.562e7,0,114.5,0.484,0.485,0.322,0.05,0.113,0.069,0.169,-4.43e-4,0,0,0,0,1.198e-4,0.002,0.131,0.013,83.305,0.02,5.818,18.641,719.613,342.595,0.05,0.759
8.755,5787.914,200.366,-1.44,201.005,1.44,378.553,0.13,378.553,0.02,16.01,0.002,34,-106.999,0.998,0.438,-1.563e-8,0.009,1.101e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.453,0.588,2.551e7,0,113.503,0.484,0.485,0.322,0.05,0.112,0.061,0.148,-4.772e-4,0,0,0,0,3.088e-4,0.002,0.131,0.013,83.432,0.023,5.51,18.547,718.754,342.539,0.05,0.761
8.805,5820.725,199.662,-1.433,200.302,1.433,381.179,0.132,381.179,0.02,16.004,0.028,34,-106.999,0.998,0.191,9.062e-9,0.011,2.814e-5,26.401,3.405,12.454,0.067,1.908,1.581,2.501,0.586,2.541e7,0,112.545,0.484,0.484,0.322,0.05,0.112,0.026,0.064,-4.436e-4,0,0,0,0,4.718e-4,0.002,0.131,0.013,83.608,0.027,5.7,18.454,717.898,342.482,0.05,0.763
8.855,5853.42,198.961,-1.428,199.602,1.428,383.803,0.133,383.803,0.02,15.988,0.038,34,-106.999,0.998,0.091,-8.58e-9,0.012,6.736e-5,26.401,3.405,12.454,0.067,1.911,1.581,2.52,0.584,2.53e7,0,111.56,0.484,0.484,0.322,0.049,0.112,0.012,0.03,4.415e-4,0,0,0,0,5.752e-4,0.002,0.131,0.013,83.809,0.032,5.277,18.361,717.044,342.426,0.05,0.765
8.905,5886.001,198.262,-1.42,198.904,1.422,386.424,0.135,386.424,0.02,15.959,0.079,34,-106.999,0.998,0.263,-2.708e-8,-0.011,2.561e-5,26.401,3.405,12.454,0.067,1.906,1.581,2.484,0.583,2.52e7,0,110.727,0.484,0.484,0.323,0.049,0.112,0.036,0.09,-3.066e-4,0,0,0,0,-5.167e-4,0.002,0.131,0.013,84.016,0.035,5.755,18.269,716.194,342.37,0.05,0.767
8.955,5918.467,197.568,-1.414,198.207,1.418,389.038,0.137,389.038,0.02,15.913,0.109,34,-106.999,0.998,0.525,0,-0.008,1.267e-5,26.401,3.405,12.454,0.067,1.899,1.581,2.43,0.581,2.51e7,0,109.921,0.484,0.484,0.323,0.049,0.112,0.073,0.178,3.695e-4,0,0,0,0,-3.035e-4,0.002,0.131,0.013,84.194,0.036,6.017,18.176,715.346,342.314,0.05,0.768
9.005,5950.819,196.875,-1.41,197.513,1.415,391.644,0.139,391.644,0.02,15.856,0.122,34,-106.999,0.998,0.641,0,-0.005,7.423e-6,26.401,3.405,12.454,0.067,1.896,1.581,2.406,0.579,2.5e7,0,109.062,0.483,0.484,0.323,0.049,0.111,0.09,0.216,-1.87e-5,0,0,0,0,-9.535e-5,0.002,0.131,0.013,84.312,0.037,5.986,18.084,714.511,342.258,0.05,0.77
9.055,5983.059,196.185,-1.405,196.82,1.412,394.24,0.14,394.24,0.02,15.792,0.137,34,-106.999,0.998,0.769,0,-1.683e-4,1.025e-5,26.401,3.405,12.454,0.067,1.893,1.581,2.381,0.577,2.49e7,0,108.265,0.483,0.484,0.323,0.049,0.111,0.108,0.258,-9.76e-5,0,0,0,0,-1.234e-7,0.002,0.131,0.013,84.357,0.035,6.262,17.993,713.704,342.203,0.05,0.772
9.105,6015.185,195.497,-1.402,196.129,1.408,396.825,0.142,396.825,0.021,15.725,0.134,34,-106.999,0.998,0.751,-6.635e-9,0.005,5.018e-6,26.401,3.405,12.454,0.067,1.893,1.581,2.383,0.575,2.48e7,0,107.38,0.483,0.484,0.323,0.049,0.111,0.106,0.251,-8.366e-5,0,0,0,0,9.382e-5,0.002,0.131,0.013,84.316,0.033,6.326,17.901,712.901,342.147,0.05,0.774
9.155,6047.198,194.81,-1.4,195.439,1.405,399.399,0.144,399.399,0.021,15.664,0.115,34,-106.999,0.998,0.598,-1.839e-8,0.009,1.071e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.411,0.573,2.47e7,0,106.422,0.483,0.483,0.323,0.049,0.111,0.083,0.2,-1.999e-4,0,0,0,0,3.421e-4,0.002,0.131,0.013,84.193,0.031,6.203,17.81,712.1,342.092,0.05,0.776
9.205,6079.099,194.124,-1.398,194.751,1.401,401.964,0.146,401.964,0.021,15.612,0.097,34,-106.999,0.998,0.45,-2.632e-8,0.012,1.389e-5,26.401,3.405,12.454,0.067,1.9,1.581,2.438,0.571,2.46e7,0,105.519,0.483,0.483,0.323,0.049,0.111,0.062,0.151,8.656e-5,0,0,0,0,6.503e-4,0.002,0.131,0.013,84.002,0.028,6.322,17.72,711.302,342.037,0.05,0.777
9.255,6110.887,193.439,-1.398,194.065,1.399,404.522,0.147,404.522,0.021,15.572,0.065,34,-106.999,0.998,0.164,-2.566e-8,0.014,5.035e-5,26.401,3.405,12.454,0.067,1.907,1.581,2.495,0.569,2.45e7,0,104.574,0.482,0.483,0.323,0.049,0.11,0.022,0.055,4.016e-4,0,0,0,0,8.783e-4,0.002,0.131,0.013,83.765,0.025,6.116,17.629,710.507,341.982,0.05,0.779
9.305,6142.563,192.753,-1.399,193.38,1.399,407.074,0.149,407.074,0.021,15.55,0.026,34,-106.999,0.998,0.195,1.713e-8,-0.014,3.142e-5,26.401,3.405,12.454,0.067,1.906,1.581,2.487,0.567,2.439e7,0,103.671,0.482,0.482,0.323,0.049,0.11,0.027,0.067,1.925e-5,0,0,0,0,-8.62e-4,0.002,0.131,0.013,83.511,0.023,5.699,17.539,709.715,341.928,0.05,0.781
9.355,6174.127,192.068,-1.398,192.696,1.398,409.624,0.151,409.624,0.021,15.542,0.009,34,-106.999,0.998,0.357,0,-0.012,2.318e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.453,0.565,2.43e7,0,102.875,0.482,0.482,0.323,0.049,0.11,0.049,0.121,-4.702e-4,0,0,0,0,-6.702e-4,0.002,0.131,0.013,83.275,0.021,5.887,17.45,708.925,341.873,0.05,0.784
9.405,6205.578,191.383,-1.396,192.013,1.396,412.173,0.153,412.174,0.021,15.541,0.005,34,-106.999,0.998,0.489,0,-0.01,1.921e-5,26.401,3.405,12.454,0.067,1.898,1.581,2.426,0.563,2.42e7,0,102.085,0.482,0.482,0.323,0.049,0.11,0.068,0.164,-2.335e-4,0,0,0,0,-4.204e-4,0.002,0.131,0.013,83.079,0.021,6.031,17.36,708.139,341.819,0.05,0.785
9.455,6236.916,190.699,-1.394,191.331,1.395,414.723,0.155,414.723,0.021,15.546,0.014,34,-106.999,0.998,0.579,-1.211e-8,-0.006,2.301e-5,26.401,3.405,12.454,0.067,1.896,1.581,2.407,0.562,2.41e7,0,101.291,0.482,0.482,0.323,0.049,0.11,0.081,0.194,3.83e-4,0,0,0,0,-1.872e-4,0.002,0.131,0.013,82.935,0.022,6.13,17.271,707.355,341.765,0.05,0.787
9.505,6268.143,190.016,-1.391,190.651,1.391,417.274,0.156,417.274,0.021,15.553,0.01,34,-106.999,0.998,0.549,-8.803e-9,-0.003,2.056e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.411,0.56,2.401e7,0,100.489,0.482,0.482,0.323,0.049,0.109,0.076,0.184,-2.71e-4,0,0,0,0,-4.458e-5,0.002,0.131,0.013,82.85,0.023,6.435,17.182,706.574,341.711,0.05,0.789
9.555,6299.257,189.334,-1.388,189.972,1.389,419.826,0.158,419.826,0.022,15.559,0.016,34,-106.999,0.998,0.604,0,2.808e-4,1.467e-5,26.401,3.405,12.454,0.067,1.895,1.581,2.399,0.558,2.391e7,0,99.66,0.481,0.482,0.323,0.049,0.109,0.084,0.202,-8.418e-5,0,0,0,0,3.688e-7,0.002,0.131,0.013,82.825,0.025,6.247,17.094,705.796,341.658,0.05,0.791
9.605,6330.26,188.654,-1.385,189.295,1.386,422.379,0.16,422.379,0.022,15.568,0.018,34,-106.999,0.998,0.621,-1.217e-8,0.004,7.781e-6,26.401,3.405,12.454,0.067,1.894,1.581,2.395,0.556,2.381e7,0,98.815,0.481,0.482,0.324,0.049,0.109,0.087,0.207,2.185e-4,0,0,0,0,6.967e-5,0.002,0.131,0.013,82.863,0.026,5.978,17.006,705.02,341.604,0.05,0.792
9.655,6361.152,187.976,-1.381,188.62,1.381,424.933,0.162,424.933,0.022,15.576,0.012,34,-106.999,0.998,0.557,-1.172e-8,0.007,8.509e-6,26.401,3.405,12.454,0.067,1.896,1.581,2.406,0.554,2.371e7,0,97.956,0.481,0.482,0.324,0.049,0.109,0.077,0.186,2.079e-4,0,0,0,0,2.506e-4,0.002,0.131,0.013,82.964,0.029,5.774,16.918,704.247,341.551,0.05,0.794
9.705,6391.932,187.3,-1.375,187.947,1.375,427.489,0.164,427.489,0.022,15.576,0.014,34,-106.999,0.998,0.313,-1.117e-8,0.01,2.239e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.453,0.552,2.361e7,0,97.116,0.481,0.481,0.324,0.049,0.109,0.043,0.105,2.578e-4,0,0,0,0,4.554e-4,0.002,0.131,0.013,83.119,0.031,5.994,16.831,703.478,341.498,0.05,0.796
9.755,6422.602,186.628,-1.367,187.275,1.368,430.043,0.165,430.043,0.022,15.558,0.054,34,-106.999,0.998,0.079,0,-0.01,5.946e-5,26.401,3.405,12.454,0.067,1.908,1.581,2.5,0.55,2.352e7,0,96.369,0.481,0.481,0.324,0.048,0.109,0.011,0.027,3.211e-4,0,0,0,0,-5.141e-4,0.002,0.131,0.013,83.304,0.034,6.623,16.743,702.71,341.445,0.05,0.797
9.805,6453.162,185.959,-1.362,186.606,1.364,432.592,0.167,432.592,0.022,15.527,0.073,34,-106.999,0.998,0.277,-8.975e-9,-0.009,2.056e-5,26.401,3.405,12.454,0.067,1.903,1.581,2.458,0.549,2.343e7,0,95.599,0.481,0.481,0.324,0.048,0.108,0.038,0.094,1.199e-4,0,0,0,0,-4.226e-4,0.002,0.131,0.013,83.483,0.037,6.631,16.656,701.946,341.393,0.05,0.799
9.855,6483.613,185.293,-1.357,185.939,1.36,435.136,0.169,435.136,0.022,15.487,0.089,34,-106.999,0.998,0.441,0,-0.007,9.446e-6,26.401,3.405,12.454,0.067,1.898,1.581,2.424,0.547,2.333e7,0,94.847,0.48,0.481,0.324,0.048,0.108,0.061,0.147,1.446e-4,0,0,0,0,-2.647e-4,0.002,0.131,0.013,83.635,0.038,6.632,16.57,701.184,341.34,0.05,0.801
9.905,6513.954,184.628,-1.352,185.273,1.357,437.673,0.171,437.673,0.022,15.438,0.11,34,-106.999,0.998,0.647,-8.996e-9,-0.004,1.243e-5,26.401,3.405,12.454,0.067,1.893,1.581,2.383,0.545,2.324e7,0,94.167,0.48,0.481,0.324,0.048,0.108,0.09,0.215,1.048e-4,0,0,0,0,-9.316e-5,0.002,0.131,0.013,83.742,0.039,6.929,16.484,700.426,341.288,0.05,0.802
9.955,6544.186,183.966,-1.348,184.608,1.354,440.201,0.173,440.201,0.023,15.381,0.124,34,-106.999,0.998,0.785,0,-4.467e-4,1.04e-5,26.401,3.405,12.454,0.067,1.889,1.581,2.355,0.543,2.315e7,0,93.482,0.48,0.481,0.324,0.048,0.108,0.11,0.26,-2.711e-4,0,0,0,0,-9.867e-7,0.002,0.131,0.013,83.785,0.038,7.213,16.398,699.669,341.236,0.05,0.804
10.005,6574.31,183.306,-1.345,183.945,1.351,442.719,0.175,442.719,0.023,15.319,0.126,34,-106.999,0.998,0.812,0,0.004,5.772e-6,26.401,3.405,12.454,0.067,1.888,1.581,2.349,0.541,2.306e7,0,92.743,0.48,0.481,0.324,0.048,0.108,0.114,0.268,5.481e-5,0,0,0,0,7.573e-5,0.002,0.131,0.013,83.754,0.036,7.378,16.312,698.916,341.184,0.05,0.806
10.055,6604.326,182.647,-1.344,183.284,1.348,445.227,0.177,445.227,0.023,15.262,0.104,34,-106.999,0.998,0.612,0,0.008,6.961e-6,26.401,3.405,12.454,0.067,1.893,1.581,2.386,0.539,2.296e7,0,91.858,0.48,0.48,0.324,0.048,0.107,0.085,0.203,-3.924e-4,0,0,0,0,2.949e-4,0.002,0.131,0.013,83.648,0.033,7.045,16.227,698.165,341.132,0.05,0.808
10.105,6634.234,181.988,-1.342,182.623,1.345,447.727,0.179,447.727,0.023,15.215,0.088,34,-106.999,0.998,0.459,0,0.011,2.226e-5,26.401,3.405,12.454,0.067,1.897,1.581,2.415,0.538,2.286e7,0,91.054,0.48,0.48,0.324,0.048,0.107,0.063,0.152,1.081e-4,0,0,0,0,5.583e-4,0.002,0.131,0.013,83.482,0.03,7.05,16.142,697.417,341.081,0.05,0.81
10.155,6664.034,181.331,-1.341,181.965,1.343,450.219,0.181,450.219,0.023,15.175,0.075,34,-106.999,0.998,0.322,8.972e-9,0.013,4.097e-5,26.401,3.405,12.454,0.067,1.901,1.581,2.441,0.536,2.277e7,0,90.297,0.48,0.48,0.324,0.048,0.107,0.044,0.106,-3.927e-4,0,0,0,0,8.021e-4,0.002,0.131,0.013,83.273,0.027,7.242,16.057,696.672,341.029,0.05,0.812
10.205,6693.726,180.674,-1.339,181.307,1.341,452.706,0.183,452.706,0.023,15.142,0.062,34,-106.999,0.998,0.183,-1.319e-8,0.014,7.482e-5,26.401,3.405,12.454,0.067,1.904,1.581,2.468,0.534,2.268e7,0,89.566,0.479,0.479,0.324,0.048,0.107,0.025,0.06,1.906e-4,0,0,0,0,9.843e-4,0.002,0.131,0.013,83.034,0.024,7.515,15.973,695.929,340.978,0.05,0.814
10.255,6723.31,180.017,-1.338,180.651,1.339,455.187,0.185,455.187,0.023,15.114,0.051,34,-106.998,0.998,0.059,-1.379e-8,0.015,2.485e-4,26.401,3.405,12.454,0.067,1.907,1.581,2.493,0.532,2.259e7,0,88.865,0.479,0.479,0.324,0.048,0.107,0.008,0.019,-3.533e-4,0,0,0,0,0.001,0.002,0.131,0.013,82.777,0.022,7.885,15.889,695.189,340.927,0.05,0.816
10.305,6752.786,179.361,-1.339,179.995,1.339,457.665,0.186,457.665,0.023,15.096,0.022,34,-106.998,0.998,0.253,-1.39e-8,-0.014,6.176e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.452,0.53,2.249e7,0,88.115,0.479,0.479,0.324,0.048,0.107,0.034,0.085,-2.539e-4,0,0,0,0,-0.001,0.002,0.131,0.013,82.518,0.02,7.648,15.805,694.452,340.877,0.05,0.818
10.355,6782.155,178.704,-1.341,179.34,1.341,460.141,0.188,460.141,0.023,15.095,0.016,34,-106.998,0.998,0.658,9.563e-9,-0.012,2.014e-5,26.401,3.405,12.454,0.067,1.891,1.581,2.371,0.528,2.239e7,0,87.403,0.479,0.48,0.325,0.048,0.106,0.092,0.217,2.287e-5,0,0,0,0,-7.055e-4,0.002,0.131,0.013,82.284,0.019,7.019,15.721,693.717,340.826,0.05,0.82
10.405,6811.416,178.046,-1.34,178.686,1.34,462.618,0.19,462.618,0.024,15.106,0.026,34,-106.998,0.998,0.762,0,-0.008,2.368e-5,26.401,3.405,12.454,0.067,1.889,1.581,2.35,0.527,2.23e7,0,86.734,0.479,0.48,0.325,0.048,0.106,0.107,0.251,2.048e-4,0,0,0,0,-3.424e-4,0.002,0.131,0.013,82.107,0.02,7.168,15.638,692.985,340.776,0.05,0.822
10.455,6840.569,177.39,-1.338,178.033,1.338,465.097,0.192,465.097,0.024,15.119,0.029,34,-106.998,0.998,0.8,0,-0.004,1.442e-5,26.401,3.405,12.454,0.067,1.888,1.581,2.342,0.525,2.221e7,0,86.044,0.479,0.48,0.325,0.048,0.106,0.112,0.263,-3.134e-4,0,0,0,0,-9.146e-5,0.002,0.131,0.013,81.997,0.021,7.298,15.555,692.256,340.725,0.05,0.823
10.505,6869.615,176.734,-1.335,177.381,1.335,467.578,0.194,467.578,0.024,15.132,0.024,34,-106.998,0.998,0.755,0,-3.406e-4,1.404e-5,26.401,3.405,12.454,0.067,1.888,1.581,2.35,0.523,2.212e7,0,85.332,0.478,0.479,0.325,0.048,0.106,0.106,0.248,-3.102e-4,0,0,0,0,-6.21e-7,0.002,0.131,0.013,81.958,0.023,7.469,15.473,691.53,340.675,0.05,0.825
10.555,6898.553,176.081,-1.332,176.731,1.332,470.062,0.196,470.062,0.024,15.144,0.026,34,-106.998,0.998,0.782,0,0.003,1.64e-5,26.401,3.405,12.454,0.067,1.888,1.581,2.343,0.521,2.202e7,0,84.599,0.478,0.479,0.325,0.048,0.106,0.109,0.256,5.427e-6,0,0,0,0,6.281e-5,0.002,0.131,0.013,81.986,0.025,7.2,15.39,690.806,340.625,0.05,0.828
10.605,6927.384,175.428,-1.329,176.082,1.33,472.547,0.198,472.547,0.024,15.159,0.028,34,-106.998,0.998,0.801,0,0.007,2.17e-5,26.401,3.405,12.454,0.067,1.887,1.581,2.339,0.519,2.192e7,0,83.844,0.478,0.479,0.325,0.048,0.106,0.112,0.262,4.621e-4,0,0,0,0,2.928e-4,0.002,0.131,0.013,82.083,0.027,6.74,15.308,690.085,340.576,0.05,0.83
10.655,6956.109,174.778,-1.322,175.435,1.322,475.034,0.2,475.034,0.024,15.164,0.004,34,-106.998,0.998,0.457,9.871e-9,0.01,2.93e-5,26.401,3.405,12.454,0.067,1.896,1.581,2.404,0.517,2.184e7,0,83.098,0.478,0.478,0.325,0.048,0.105,0.063,0.15,-4.843e-4,0,0,0,0,5.806e-4,0.002,0.131,0.013,82.245,0.031,7.226,15.227,689.366,340.526,0.05,0.833
10.705,6984.726,174.131,-1.316,174.79,1.316,477.522,0.202,477.522,0.024,15.158,0.024,34,-106.998,0.998,0.225,-1.059e-8,0.012,5.396e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.449,0.516,2.175e7,0,82.366,0.478,0.478,0.325,0.048,0.105,0.03,0.074,-3.959e-4,0,0,0,0,7.888e-4,0.002,0.131,0.013,82.447,0.034,7.239,15.145,688.65,340.477,0.05,0.836
10.755,7013.238,173.487,-1.31,174.147,1.311,480.007,0.204,480.007,0.024,15.14,0.047,34,-106.998,0.998,0.053,1.019e-8,-0.012,1.897e-4,26.401,3.405,12.454,0.067,1.906,1.581,2.484,0.514,2.166e7,0,81.681,0.478,0.478,0.325,0.047,0.105,0.007,0.019,1.62e-4,0,0,0,0,-8.432e-4,0.002,0.131,0.013,82.668,0.038,7.351,15.064,687.937,340.428,0.05,0.839
10.805,7041.645,172.846,-1.306,173.506,1.308,482.488,0.206,482.488,0.024,15.114,0.059,34,-106.998,0.998,0.205,1.337e-8,-0.012,4.692e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.451,0.512,2.157e7,0,80.975,0.478,0.478,0.325,0.047,0.105,0.028,0.068,4.407e-4,0,0,0,0,-7.734e-4,0.002,0.131,0.013,82.886,0.042,7.088,14.984,687.227,340.379,0.05,0.841
10.855,7069.946,172.207,-1.301,172.866,1.304,484.965,0.208,484.965,0.025,15.079,0.083,34,-106.998,0.998,0.486,-2.055e-8,-0.01,2.423e-5,26.401,3.405,12.454,0.067,1.894,1.581,2.394,0.51,2.148e7,0,80.371,0.477,0.478,0.325,0.047,0.105,0.067,0.16,-4.742e-4,0,0,0,0,-5.728e-4,0.002,0.131,0.013,83.084,0.046,7.299,14.903,686.519,340.33,0.05,0.844
10.905,7098.143,171.57,-1.297,172.227,1.301,487.435,0.21,487.435,0.025,15.035,0.097,34,-106.998,0.998,0.655,0,-0.007,8.883e-6,26.401,3.405,12.454,0.067,1.89,1.581,2.361,0.508,2.139e7,0,79.743,0.477,0.478,0.325,0.047,0.105,0.091,0.215,1.997e-4,0,0,0,0,-3.126e-4,0.002,0.131,0.013,83.243,0.049,7.289,14.823,685.814,340.282,0.05,0.847
10.955,7126.236,170.935,-1.294,171.59,1.298,489.898,0.212,489.898,0.025,14.987,0.098,34,-106.998,0.998,0.689,-7.062e-9,-0.004,1.44e-5,26.401,3.405,12.454,0.067,1.889,1.581,2.353,0.507,2.129e7,0,79.054,0.477,0.478,0.325,0.047,0.104,0.096,0.226,-4.586e-4,0,0,0,0,-1.1e-4,0.002,0.131,0.013,83.349,0.05,7.032,14.743,685.111,340.233,0.05,0.851
11.005,7154.224,170.301,-1.291,170.955,1.295,492.352,0.214,492.352,0.025,14.937,0.105,34,-106.998,0.998,0.773,-5.849e-9,-0.001,1.652e-5,26.401,3.405,12.454,0.067,1.887,1.581,2.336,0.505,2.121e7,0,78.427,0.477,0.478,0.325,0.047,0.104,0.108,0.252,4.093e-4,0,0,0,0,-6.451e-6,0.002,0.131,0.013,83.398,0.049,7.106,14.664,684.411,340.185,0.05,0.855
11.055,7182.109,169.668,-1.289,170.32,1.293,494.798,0.216,494.798,0.025,14.886,0.104,34,-106.998,0.998,0.77,0,0.002,5.856e-6,26.401,3.405,12.454,0.067,1.887,1.581,2.336,0.503,2.112e7,0,77.766,0.477,0.478,0.325,0.047,0.104,0.108,0.251,2.01e-4,0,0,0,0,3.366e-5,0.002,0.131,0.013,83.386,0.047,7.105,14.584,683.713,340.137,0.05,0.858
11.105,7209.89,169.037,-1.287,169.687,1.29,497.236,0.218,497.236,0.025,14.837,0.096,34,-106.998,0.998,0.686,0,0.006,2.643e-6,26.401,3.405,12.454,0.067,1.889,1.581,2.351,0.501,2.103e7,0,77.075,0.477,0.477,0.326,0.047,0.104,0.095,0.224,-4.651e-4,0,0,0,0,1.857e-4,0.002,0.131,0.013,83.312,0.045,7.037,14.505,683.018,340.089,0.05,0.86
11.155,7237.567,168.406,-1.285,169.055,1.288,499.666,0.221,499.666,0.025,14.791,0.088,34,-106.998,0.998,0.605,-5.995e-9,0.009,4.487e-6,26.401,3.405,12.454,0.067,1.891,1.581,2.366,0.499,2.094e7,0,76.415,0.476,0.477,0.326,0.047,0.104,0.084,0.197,-2.521e-4,0,0,0,0,4.27e-4,0.002,0.131,0.013,83.184,0.042,7.143,14.427,682.326,340.042,0.05,0.862
11.205,7265.141,167.776,-1.284,168.424,1.286,502.089,0.223,502.089,0.025,14.752,0.071,34,-106.998,0.998,0.406,-1.238e-8,0.011,8.343e-6,26.401,3.405,12.454,0.067,1.896,1.581,2.404,0.498,2.085e7,0,75.71,0.476,0.477,0.326,0.047,0.104,0.055,0.132,3.538e-4,0,0,0,0,6.778e-4,0.002,0.131,0.013,83.009,0.039,7.023,14.348,681.636,339.994,0.05,0.864
11.255,7292.612,167.147,-1.283,167.794,1.284,504.506,0.225,504.506,0.026,14.719,0.064,34,-106.998,0.998,0.312,0,0.012,1.869e-5,26.401,3.405,12.454,0.067,1.898,1.581,2.422,0.496,2.077e7,0,75.091,0.476,0.476,0.326,0.047,0.103,0.042,0.102,-1.427e-4,0,0,0,0,9e-4,0.002,0.131,0.013,82.802,0.035,7.317,14.27,680.949,339.947,0.05,0.873
11.305,7319.98,166.519,-1.282,167.165,1.283,506.918,0.227,506.918,0.026,14.69,0.051,34,-106.998,0.998,0.144,1.181e-8,0.013,5.393e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.455,0.494,2.068e7,0,74.455,0.476,0.476,0.326,0.047,0.103,0.019,0.047,-4.324e-4,0,0,0,0,0.001,0.002,0.131,0.013,82.571,0.032,7.447,14.192,680.265,339.9,0.05,0.875
11.355,7347.244,165.89,-1.282,166.537,1.282,509.326,0.229,509.326,0.026,14.671,0.028,34,-106.998,0.998,0.148,1.182e-8,-0.013,4.013e-5,26.401,3.405,12.454,0.067,1.902,1.581,2.453,0.492,2.059e7,0,73.799,0.476,0.476,0.326,0.047,0.103,0.02,0.05,3.062e-4,0,0,0,0,-0.001,0.002,0.131,0.013,82.33,0.029,7.228,14.115,679.583,339.853,0.05,0.878
